test/loss,test/Accuracy,test/BalancedAccuracy
3.352327346801758,0.593254566192627,0.5545067191123962
3.3627676963806152,0.5857595801353455,0.5478310585021973
3.3579800128936768,0.5840299725532532,0.5464234352111816
3.3458855152130127,0.5854713320732117,0.5501245856285095
3.3345141410827637,0.5912366509437561,0.553009033203125
3.3471014499664307,0.5958489775657654,0.5565339922904968
3.3320648670196533,0.5921014547348022,0.5551811456680298
3.3156611919403076,0.5970020294189453,0.5566359758377075
3.361840009689331,0.5981550812721252,0.561119794845581
3.3501081466674805,0.584318220615387,0.5461451411247253
3.3369433879852295,0.5946958661079407,0.558316707611084
3.295725107192993,0.5866243839263916,0.5486623048782349
3.350451946258545,0.5929662585258484,0.5549266338348389
3.354644298553467,0.5828769207000732,0.5462183952331543
3.323519229888916,0.59037184715271,0.5549323558807373
3.3580026626586914,0.5923897624015808,0.5521223545074463
3.344619035720825,0.5834534168243408,0.5458961725234985
3.3213376998901367,0.5909484028816223,0.5542571544647217
3.3264143466949463,0.5880657434463501,0.548710823059082
3.3499977588653564,0.5938310623168945,0.5571038722991943
3.347499370574951,0.5846065282821655,0.5455870628356934
3.3388915061950684,0.5866243839263916,0.5496490001678467
3.338660955429077,0.5866243839263916,0.5475387573242188
3.3459558486938477,0.5846065282821655,0.5432010889053345
3.349478006362915,0.5874891877174377,0.5489327907562256
3.332361936569214,0.5877774357795715,0.5505126714706421
3.3413071632385254,0.5906601548194885,0.5496106147766113
3.328704357147217,0.5909484028816223,0.5533757209777832
3.3489317893981934,0.5944076180458069,0.556800365447998
3.354893445968628,0.5825886130332947,0.5458399057388306
3.361736297607422,0.5817238688468933,0.5467142462730408
3.356318950653076,0.5906601548194885,0.5515480637550354
